Employee_ID,Age,Gender,Department,Position,Tenure,Performance_Rating,Salary,Recruitment_Source,Satisfaction_Score,Last_Promotion_Years,Work_Life_Balance,Overworked,Job_Satisfaction,Distance_From_Work,Commute_Time,Number_Of_Promotions,Turnover,Turnover_Description
EMP0197,53,Female,Sales,Manager,16,5,56177,Internal Referral,4.1,1,4,1,1,23,87,2,1,Turnover
EMP0198,27,Female,Finance,Engineer,24,1,34765,Internal Referral,1.3,1,5,0,5,7,53,1,0,Retention
EMP0199,53,Male,Marketing,Specialist,22,1,50354,Job Board,3.1,5,1,0,4,12,79,1,0,Retention
EMP0200,25,Male,Engineering,Manager,23,1,53929,Campus Recruitment,5.2,7,1,0,2,25,83,1,0,Retention
EMP0201,32,Female,Engineering,Manager,24,3,58820,Campus Recruitment,3.3,0,3,1,5,3,70,3,0,Retention
EMP0202,38,Male,Engineering,Engineer,5,4,59523,Campus Recruitment,3.8,5,2,0,2,26,23,2,0,Retention
EMP0203,59,Female,Marketing,Engineer,27,1,101088,Campus Recruitment,5.1,1,3,0,1,4,84,2,0,Retention
EMP0204,45,Male,Finance,Manager,20,1,96163,Campus Recruitment,3.3,1,2,0,5,42,42,2,0,Retention
EMP0205,26,Male,Marketing,Manager,21,2,107525,Campus Recruitment,4.3,6,3,0,4,36,59,0,0,Retention
EMP0206,55,Male,Engineering,Analyst,10,3,43780,Job Board,3.9,9,1,1,2,15,40,0,0,Retention
EMP0207,27,Male,Marketing,Specialist,17,1,36589,Internal Referral,4.1,0,4,0,1,32,42,4,1,Turnover
EMP0208,43,Female,Marketing,Analyst,3,2,64812,Campus Recruitment,3.9,5,2,1,5,29,54,0,0,Retention
EMP0209,32,Female,Marketing,Engineer,2,5,75939,Job Board,3,6,5,1,2,10,29,1,0,Retention
EMP0210,37,Female,Finance,Analyst,12,1,81493,Campus Recruitment,3.1,7,5,0,2,21,20,1,0,Retention
EMP0211,54,Male,Sales,Analyst,22,1,70953,Campus Recruitment,2.6,6,1,1,4,16,41,1,0,Retention
EMP0212,30,Female,Sales,Analyst,8,2,95785,Internal Referral,1.9,5,3,1,1,47,52,1,0,Retention
EMP0213,27,Female,Marketing,Analyst,20,3,49309,Internal Referral,4.7,8,3,1,3,19,82,4,1,Turnover
EMP0214,37,Female,Sales,Specialist,5,1,84195,Internal Referral,3.5,2,1,0,2,29,89,1,1,Turnover
EMP0215,50,Male,Sales,Specialist,25,5,55901,Campus Recruitment,4.7,5,5,0,5,18,78,3,0,Retention
EMP0216,24,Male,Marketing,Manager,29,1,53576,Campus Recruitment,5.1,3,5,0,4,44,44,3,0,Retention
EMP0217,41,Male,Marketing,Engineer,27,5,61508,Campus Recruitment,3.6,1,3,1,4,16,17,3,0,Retention
EMP0218,57,Female,Engineering,Analyst,11,4,104711,Internal Referral,2.2,0,2,0,2,1,76,0,0,Retention
EMP0219,40,Female,Sales,Manager,1,4,55464,Job Board,3.3,0,4,0,2,48,26,2,0,Retention
EMP0220,47,Female,Finance,Manager,2,5,90281,Campus Recruitment,2.8,9,2,0,2,2,44,4,0,Retention
EMP0221,24,Male,Marketing,Manager,2,3,46260,Campus Recruitment,1.5,2,5,0,3,15,52,3,0,Retention
EMP0222,40,Male,Engineering,Specialist,27,1,65440,Campus Recruitment,3,3,2,0,2,39,74,3,0,Retention
EMP0223,41,Female,Finance,Analyst,11,1,86683,Job Board,3.4,1,4,0,1,28,52,1,0,Retention
EMP0224,53,Male,Sales,Analyst,14,4,71430,Campus Recruitment,2.9,0,2,0,5,1,29,3,0,Retention
EMP0225,28,Male,Engineering,Engineer,8,5,31987,Job Board,2.7,3,2,1,2,5,32,1,0,Retention
EMP0226,62,Male,Marketing,Analyst,22,1,55105,Campus Recruitment,2.2,6,2,0,3,42,66,1,0,Retention
EMP0227,54,Male,Finance,Analyst,7,1,108484,Job Board,3.7,9,2,1,5,22,43,2,0,Retention
EMP0228,61,Female,Marketing,Manager,10,3,43026,Campus Recruitment,5.4,5,1,0,4,36,74,0,0,Retention
EMP0229,60,Male,Sales,Engineer,15,2,98309,Internal Referral,4.8,5,5,0,2,46,35,1,0,Retention
EMP0230,39,Male,Finance,Analyst,25,4,75927,Internal Referral,4.2,8,4,1,5,13,31,1,0,Retention
EMP0231,61,Male,Sales,Specialist,26,4,105414,Internal Referral,4.2,1,5,1,4,1,32,2,0,Retention
EMP0232,22,Male,Sales,Analyst,24,2,87535,Internal Referral,3.4,3,1,0,3,16,71,1,1,Turnover
EMP0233,32,Female,Engineering,Manager,21,1,72946,Campus Recruitment,1.7,4,1,1,1,41,51,4,0,Retention
EMP0234,49,Female,Marketing,Specialist,3,3,86561,Internal Referral,3.1,0,1,1,2,22,74,0,0,Retention
EMP0235,46,Male,Finance,Manager,27,3,40377,Job Board,2.5,7,1,1,1,32,52,4,0,Retention
EMP0236,44,Male,Sales,Analyst,0,4,83592,Internal Referral,3.7,7,2,0,3,16,26,3,1,Turnover
EMP0237,52,Male,Sales,Specialist,23,3,37347,Internal Referral,4.7,5,5,0,5,15,89,0,0,Retention
EMP0238,51,Male,Finance,Engineer,6,2,63776,Internal Referral,5.5,4,3,0,5,46,87,3,1,Turnover
EMP0239,63,Male,Sales,Engineer,1,1,33783,Campus Recruitment,3.6,7,4,0,3,42,15,1,0,Retention
EMP0240,56,Male,Engineering,Specialist,23,2,85798,Internal Referral,1.8,2,1,0,3,12,72,2,1,Turnover
EMP0241,28,Female,Engineering,Specialist,27,5,34298,Job Board,3.6,2,5,1,2,1,17,4,0,Retention
EMP0242,37,Male,Engineering,Manager,4,4,100204,Internal Referral,3.6,1,1,0,4,17,77,3,0,Retention
EMP0243,47,Female,Engineering,Specialist,6,3,116207,Internal Referral,4.2,4,1,0,1,41,35,1,1,Turnover
EMP0244,23,Female,Sales,Manager,3,5,85161,Internal Referral,3.5,2,1,0,1,28,37,4,1,Turnover
EMP0245,22,Male,Finance,Analyst,4,3,90652,Job Board,3.6,2,1,1,5,7,23,4,0,Retention
EMP0246,33,Female,Finance,Manager,23,1,64484,Internal Referral,2.9,5,1,0,5,9,69,3,0,Retention
EMP0247,26,Female,Finance,Specialist,0,1,50922,Job Board,3.2,7,4,1,2,22,33,1,0,Retention
EMP0248,58,Female,Finance,Specialist,0,1,64028,Job Board,4,1,5,0,3,26,76,2,0,Retention
EMP0249,53,Female,Marketing,Analyst,14,3,50316,Internal Referral,1.5,3,1,1,1,12,53,3,0,Retention
EMP0250,30,Female,Finance,Specialist,19,5,106996,Job Board,3.2,6,1,1,2,7,41,4,1,Turnover
EMP0251,62,Female,Marketing,Specialist,18,1,46968,Campus Recruitment,4.2,0,1,0,5,46,60,4,0,Retention
EMP0252,56,Male,Marketing,Engineer,28,5,60266,Internal Referral,5.1,0,1,1,5,47,48,0,0,Retention
EMP0253,40,Female,Engineering,Engineer,9,3,54000,Internal Referral,3.1,9,2,0,1,15,47,1,0,Retention
EMP0254,37,Female,Marketing,Analyst,27,5,44011,Job Board,4.7,6,2,0,5,38,64,0,0,Retention
EMP0255,24,Female,Sales,Manager,17,3,32866,Job Board,5.2,6,3,0,5,21,34,2,0,Retention
EMP0256,41,Male,Marketing,Engineer,27,3,35898,Internal Referral,3.1,0,1,0,4,14,54,3,0,Retention
EMP0257,45,Female,Engineering,Manager,2,4,48395,Campus Recruitment,2.9,0,3,1,3,2,72,4,0,Retention
EMP0258,54,Male,Marketing,Specialist,10,3,69019,Job Board,3.3,3,4,0,5,8,45,1,0,Retention
EMP0259,45,Female,Sales,Engineer,14,3,34006,Job Board,3.4,4,3,0,4,45,52,4,0,Retention
EMP0260,32,Male,Sales,Analyst,26,2,64393,Campus Recruitment,4.6,4,5,0,2,6,59,0,1,Turnover
EMP0261,29,Male,Sales,Analyst,29,1,40956,Campus Recruitment,2.7,3,2,0,5,37,55,0,1,Turnover
EMP0262,57,Female,Engineering,Analyst,10,4,80042,Internal Referral,5,7,2,0,2,37,23,3,0,Retention
EMP0263,59,Female,Engineering,Engineer,16,4,36078,Campus Recruitment,2.7,6,1,1,5,33,23,1,0,Retention
EMP0264,61,Male,Finance,Manager,16,4,59631,Internal Referral,2.2,8,1,0,1,41,77,1,0,Retention
EMP0265,41,Female,Engineering,Specialist,5,2,92901,Campus Recruitment,4,6,4,0,4,6,36,3,0,Retention
EMP0266,56,Male,Sales,Manager,4,3,99497,Job Board,4.7,9,4,0,4,26,30,0,0,Retention
EMP0267,46,Male,Sales,Manager,7,1,71574,Internal Referral,3.7,0,5,0,1,39,46,0,0,Retention
EMP0268,56,Male,Engineering,Specialist,1,5,61417,Internal Referral,3.9,6,1,0,3,41,80,0,0,Retention
EMP0269,46,Male,Marketing,Specialist,15,3,118020,Internal Referral,5.5,0,1,1,4,37,28,4,0,Retention
EMP0270,50,Male,Engineering,Engineer,19,2,113639,Campus Recruitment,4.7,6,4,0,2,14,52,2,0,Retention
EMP0271,39,Female,Engineering,Engineer,23,3,95006,Job Board,3.5,9,4,0,4,37,22,0,1,Turnover
EMP0272,39,Male,Sales,Engineer,11,3,69454,Internal Referral,3.1,7,4,0,3,8,35,2,0,Retention
EMP0273,23,Male,Finance,Engineer,5,2,31587,Internal Referral,4.6,8,2,0,2,39,70,2,1,Turnover
EMP0274,56,Female,Sales,Engineer,0,4,84710,Internal Referral,4.3,2,3,1,2,13,60,1,0,Retention
EMP0275,37,Male,Finance,Specialist,3,4,116567,Internal Referral,3.9,3,3,0,1,13,57,3,0,Retention
EMP0276,62,Female,Sales,Manager,16,1,105886,Job Board,3.2,3,1,0,5,40,60,4,0,Retention
EMP0277,57,Female,Engineering,Engineer,12,1,48816,Campus Recruitment,3.4,8,2,1,1,43,62,2,0,Retention
EMP0278,54,Female,Sales,Engineer,17,4,115824,Job Board,3.4,6,4,0,5,28,84,4,0,Retention
EMP0279,25,Male,Sales,Manager,4,5,59432,Internal Referral,3.2,2,1,0,1,18,45,1,0,Retention
EMP0280,54,Male,Sales,Engineer,29,3,78617,Job Board,2.9,9,2,0,5,19,47,0,0,Retention
EMP0281,35,Male,Engineering,Manager,23,5,102373,Internal Referral,3.8,4,5,0,4,38,58,2,0,Retention
EMP0282,42,Female,Engineering,Manager,23,3,64217,Campus Recruitment,2.9,6,2,1,2,32,85,3,1,Turnover
EMP0283,41,Male,Engineering,Specialist,26,4,50884,Campus Recruitment,3.7,7,1,0,5,22,22,1,0,Retention
EMP0284,29,Female,Engineering,Analyst,2,1,35454,Campus Recruitment,1.4,0,3,1,4,2,87,4,0,Retention
EMP0285,28,Male,Finance,Specialist,10,1,104960,Internal Referral,2.9,1,4,0,3,13,16,0,0,Retention
EMP0286,24,Female,Finance,Analyst,12,5,73618,Job Board,4.6,6,5,1,1,23,31,4,0,Retention
EMP0287,38,Male,Marketing,Analyst,3,1,113948,Campus Recruitment,2.6,1,2,0,3,25,66,3,0,Retention
EMP0288,54,Male,Engineering,Analyst,25,4,92671,Internal Referral,4.1,6,1,0,4,28,59,2,0,Retention
EMP0289,33,Male,Finance,Engineer,26,5,77111,Internal Referral,2.7,8,1,0,3,11,51,3,0,Retention
EMP0290,43,Female,Sales,Specialist,13,3,69613,Job Board,4.3,1,4,0,3,33,56,4,0,Retention
EMP0291,43,Female,Engineering,Analyst,21,1,115678,Campus Recruitment,3.2,6,1,0,4,24,58,4,0,Retention
EMP0292,51,Male,Marketing,Manager,10,2,89993,Internal Referral,3.2,3,1,1,2,2,52,3,0,Retention
EMP0293,59,Male,Marketing,Engineer,26,1,38848,Job Board,3.6,1,4,1,5,30,20,3,1,Turnover
EMP0294,59,Female,Marketing,Specialist,9,3,108672,Campus Recruitment,2.2,6,5,0,1,17,82,3,0,Retention
EMP0295,29,Female,Sales,Analyst,18,5,96125,Job Board,4.5,4,3,0,5,40,65,0,0,Retention
EMP0296,48,Female,Finance,Manager,17,3,116444,Job Board,4.8,0,3,1,1,34,49,4,1,Turnover
EMP0297,48,Male,Sales,Specialist,5,2,91602,Internal Referral,3.1,4,2,0,5,38,72,1,0,Retention
EMP0298,55,Female,Engineering,Specialist,26,4,102045,Internal Referral,4,2,5,1,3,22,71,0,0,Retention
EMP0299,42,Male,Marketing,Engineer,28,1,72222,Internal Referral,4.3,6,2,0,2,5,87,0,0,Retention
EMP0300,51,Female,Sales,Specialist,14,5,79223,Job Board,3.4,5,3,0,3,48,20,0,0,Retention
EMP0301,54,Male,Sales,Engineer,20,4,95333,Internal Referral,2.4,7,4,0,2,40,27,1,1,Turnover
EMP0302,49,Female,Finance,Analyst,29,3,82732,Job Board,5.1,4,1,0,4,16,73,3,0,Retention
EMP0303,54,Female,Finance,Engineer,9,5,79420,Job Board,3.1,1,3,0,1,13,44,4,0,Retention
EMP0304,26,Female,Marketing,Manager,4,4,105504,Internal Referral,2.9,8,5,1,1,26,16,2,0,Retention
EMP0305,40,Female,Sales,Engineer,25,5,32462,Campus Recruitment,5.1,7,3,1,4,31,72,2,1,Turnover
EMP0306,25,Female,Sales,Manager,28,2,39460,Campus Recruitment,4.1,5,5,0,5,39,50,4,0,Retention
EMP0307,56,Male,Finance,Engineer,4,2,39275,Campus Recruitment,3.8,9,5,0,4,48,86,1,0,Retention
EMP0308,38,Female,Sales,Specialist,9,1,43269,Job Board,2.5,6,5,0,4,23,59,2,1,Turnover
EMP0309,49,Female,Sales,Analyst,27,1,95942,Job Board,4.3,8,2,1,2,48,23,0,0,Retention
EMP0310,51,Female,Sales,Manager,4,2,102920,Job Board,6.4,6,4,0,4,12,79,2,0,Retention
EMP0311,50,Male,Finance,Engineer,2,5,52553,Internal Referral,4.4,2,3,0,1,14,64,4,0,Retention
EMP0312,27,Female,Marketing,Engineer,22,2,54366,Job Board,4,5,4,0,3,18,46,0,0,Retention
EMP0313,56,Male,Engineering,Engineer,5,1,74036,Internal Referral,4.2,6,1,0,2,27,57,2,0,Retention
EMP0314,62,Female,Marketing,Specialist,3,2,47369,Internal Referral,3.2,1,3,1,2,28,68,4,0,Retention
EMP0315,58,Female,Engineering,Specialist,17,2,41795,Campus Recruitment,3.2,2,4,0,5,18,61,1,0,Retention
EMP0316,45,Male,Sales,Manager,27,5,100021,Campus Recruitment,3.1,3,4,0,3,16,28,4,0,Retention
EMP0317,50,Female,Marketing,Manager,8,4,98154,Campus Recruitment,2.9,9,1,0,2,16,62,1,0,Retention
EMP0318,52,Male,Engineering,Specialist,16,1,60143,Internal Referral,3.1,5,5,0,4,13,69,0,0,Retention
EMP0319,56,Male,Finance,Manager,28,5,59425,Internal Referral,3.1,0,3,0,2,29,43,4,0,Retention
EMP0320,54,Female,Finance,Analyst,12,2,118209,Internal Referral,3.3,8,3,0,2,9,61,3,1,Turnover
EMP0321,42,Male,Marketing,Analyst,26,2,105139,Job Board,3.2,4,1,0,2,26,77,3,0,Retention
EMP0322,53,Female,Marketing,Specialist,14,4,35368,Internal Referral,3.7,6,5,0,5,28,33,3,1,Turnover
EMP0323,44,Female,Sales,Manager,29,1,34621,Campus Recruitment,3.6,8,3,0,2,41,23,3,0,Retention
EMP0324,54,Male,Marketing,Engineer,19,1,88829,Campus Recruitment,3.7,8,3,0,2,13,51,3,0,Retention
EMP0325,24,Male,Sales,Analyst,16,3,90294,Internal Referral,5,0,3,1,5,36,66,1,0,Retention
EMP0326,39,Male,Sales,Specialist,12,1,44719,Internal Referral,3.6,0,5,0,3,9,71,4,0,Retention
EMP0327,46,Male,Finance,Manager,15,4,59227,Campus Recruitment,5.7,2,1,0,1,47,42,0,0,Retention
EMP0328,63,Female,Finance,Specialist,21,3,37566,Internal Referral,3.9,5,3,0,5,14,50,3,0,Retention
EMP0329,52,Female,Engineering,Engineer,3,3,42306,Campus Recruitment,3.1,1,4,0,5,12,78,3,1,Turnover
EMP0330,24,Male,Finance,Analyst,4,2,83822,Job Board,4.8,9,5,0,2,32,32,0,0,Retention
EMP0331,61,Female,Finance,Specialist,4,2,54042,Campus Recruitment,3.4,0,2,1,2,38,49,0,0,Retention
EMP0332,45,Female,Marketing,Specialist,8,1,45086,Job Board,1.1,0,1,0,1,3,82,3,1,Turnover
EMP0333,53,Female,Finance,Specialist,16,3,47387,Internal Referral,3.5,4,4,0,2,16,53,1,1,Turnover
EMP0334,43,Female,Engineering,Engineer,12,2,57042,Internal Referral,3.3,3,3,1,4,20,22,0,1,Turnover
EMP0335,44,Male,Marketing,Specialist,1,4,119424,Job Board,5.1,0,2,0,2,32,29,4,0,Retention
EMP0336,23,Male,Engineering,Engineer,12,2,81618,Internal Referral,2.6,3,1,1,2,23,21,4,0,Retention
EMP0337,48,Female,Finance,Engineer,21,2,48323,Job Board,3.2,2,5,0,4,17,31,1,0,Retention
EMP0338,63,Male,Engineering,Engineer,20,3,48019,Internal Referral,4.8,1,2,1,1,16,78,2,0,Retention
EMP0339,23,Male,Marketing,Analyst,26,3,105426,Campus Recruitment,3.9,8,2,1,4,38,26,1,0,Retention
EMP0340,47,Male,Sales,Analyst,22,5,70863,Internal Referral,3.3,0,4,1,5,8,70,3,0,Retention
EMP0341,38,Female,Engineering,Specialist,18,4,40283,Campus Recruitment,2.7,6,1,1,4,19,60,2,0,Retention
EMP0342,61,Female,Engineering,Specialist,2,3,48279,Campus Recruitment,3.9,3,4,1,3,30,61,3,0,Retention
EMP0343,54,Female,Marketing,Analyst,9,1,76999,Job Board,3.5,4,4,1,5,34,30,4,0,Retention
EMP0344,30,Male,Marketing,Manager,1,4,92780,Internal Referral,2.7,9,3,0,2,14,83,0,0,Retention
EMP0345,64,Female,Engineering,Analyst,12,4,52908,Job Board,2.8,4,5,0,5,22,16,3,0,Retention
EMP0346,60,Female,Finance,Engineer,18,3,91584,Internal Referral,2.7,0,2,0,1,44,68,4,1,Turnover
EMP0347,50,Male,Engineering,Analyst,25,4,80225,Campus Recruitment,2.5,5,1,1,1,17,41,1,0,Retention
EMP0348,63,Female,Marketing,Engineer,16,3,67952,Campus Recruitment,4.4,8,5,1,4,15,45,3,0,Retention
EMP0349,47,Female,Sales,Specialist,20,2,67663,Internal Referral,4.3,1,5,1,5,48,55,4,0,Retention
EMP0350,56,Male,Sales,Manager,13,5,91381,Internal Referral,4.4,6,1,1,2,32,50,0,0,Retention
EMP0351,46,Male,Finance,Specialist,11,2,77929,Job Board,3.5,5,5,0,1,13,61,3,0,Retention
EMP0352,45,Male,Engineering,Engineer,20,3,39343,Internal Referral,3.3,4,3,0,2,21,57,4,1,Turnover
EMP0353,34,Female,Sales,Engineer,11,3,106173,Internal Referral,3.3,3,5,0,3,49,79,3,0,Retention
EMP0354,28,Female,Engineering,Engineer,10,2,69791,Internal Referral,4.5,3,3,0,1,40,64,0,0,Retention
EMP0355,57,Female,Marketing,Manager,6,1,59134,Job Board,1.7,5,2,0,4,33,15,3,0,Retention
EMP0356,41,Male,Sales,Analyst,3,1,77101,Internal Referral,3,3,2,1,3,27,86,3,0,Retention
EMP0357,22,Male,Finance,Specialist,18,1,99443,Campus Recruitment,2.6,4,4,1,5,35,71,4,1,Turnover
EMP0358,29,Female,Marketing,Specialist,0,3,87530,Job Board,4.9,5,3,0,2,16,30,2,0,Retention
EMP0359,37,Female,Finance,Analyst,27,4,76799,Job Board,3,4,2,0,1,28,42,3,0,Retention
EMP0360,35,Male,Marketing,Specialist,23,3,34827,Campus Recruitment,1.9,6,5,0,3,34,36,2,0,Retention
EMP0361,33,Male,Sales,Manager,28,4,92653,Campus Recruitment,3.7,8,1,0,3,47,55,1,0,Retention
EMP0362,44,Male,Finance,Specialist,2,2,43699,Campus Recruitment,3.1,9,1,0,1,1,33,3,0,Retention
EMP0363,36,Male,Finance,Engineer,12,5,35313,Internal Referral,2.9,6,3,0,5,41,64,2,0,Retention
EMP0364,49,Female,Marketing,Analyst,14,4,43598,Campus Recruitment,2.8,6,4,0,5,48,73,1,0,Retention
EMP0365,55,Male,Finance,Manager,1,1,58807,Internal Referral,2.8,3,5,0,4,31,83,4,0,Retention
EMP0366,23,Female,Marketing,Analyst,10,3,100423,Job Board,4.2,0,3,1,5,36,48,3,0,Retention
EMP0367,53,Female,Marketing,Manager,3,2,99390,Job Board,3.7,7,1,0,4,44,53,4,1,Turnover
EMP0368,44,Female,Marketing,Engineer,18,1,75226,Campus Recruitment,3.3,3,3,0,3,33,88,1,0,Retention
EMP0369,43,Male,Marketing,Analyst,28,2,89550,Internal Referral,2.4,0,5,0,1,33,21,4,0,Retention
EMP0370,46,Male,Sales,Specialist,16,5,110072,Campus Recruitment,3.3,4,2,0,5,39,66,4,1,Turnover
EMP0371,43,Male,Marketing,Manager,2,3,33558,Campus Recruitment,3.8,7,5,0,4,18,74,0,0,Retention
EMP0372,43,Male,Engineering,Analyst,27,3,105308,Internal Referral,3.8,3,2,1,3,23,66,1,0,Retention
EMP0373,63,Female,Finance,Specialist,17,5,80113,Campus Recruitment,3.7,7,2,0,5,23,38,4,0,Retention
EMP0374,27,Male,Engineering,Analyst,7,3,82999,Job Board,2.6,7,2,0,2,15,40,2,0,Retention
EMP0375,36,Male,Sales,Analyst,21,4,85878,Campus Recruitment,1.1,2,3,0,3,26,24,1,1,Turnover
EMP0376,64,Female,Engineering,Analyst,24,2,66343,Internal Referral,5.3,8,1,0,5,30,31,0,0,Retention
EMP0377,58,Male,Finance,Manager,23,1,88219,Internal Referral,2.2,2,3,0,3,25,16,3,0,Retention
EMP0378,54,Female,Engineering,Specialist,25,5,65186,Job Board,1.5,0,1,0,1,45,41,4,0,Retention
EMP0379,29,Female,Sales,Engineer,18,4,66966,Internal Referral,3.6,1,5,1,1,16,87,2,0,Retention
EMP0380,26,Female,Marketing,Manager,4,1,63769,Internal Referral,1.8,5,4,1,1,39,85,0,1,Turnover
EMP0381,60,Female,Engineering,Manager,6,1,83218,Job Board,2.7,9,5,1,2,48,62,1,0,Retention
EMP0382,25,Female,Sales,Manager,20,5,49229,Campus Recruitment,4,1,3,0,1,45,88,4,0,Retention
EMP0383,27,Female,Sales,Engineer,7,4,105209,Job Board,5.3,5,3,0,2,14,23,0,0,Retention
EMP0384,53,Female,Finance,Specialist,27,1,57877,Campus Recruitment,3.9,0,1,1,1,17,37,0,0,Retention
EMP0385,51,Female,Finance,Specialist,4,1,88001,Job Board,3.1,0,3,0,3,12,85,2,0,Retention
EMP0386,56,Male,Engineering,Specialist,16,4,68084,Campus Recruitment,3.4,4,2,0,5,29,87,3,0,Retention
EMP0387,61,Male,Marketing,Analyst,4,3,111780,Job Board,1.7,9,3,0,5,32,41,3,0,Retention
EMP0388,37,Male,Sales,Analyst,3,1,46806,Campus Recruitment,3,8,1,0,1,24,85,3,0,Retention
EMP0389,34,Male,Engineering,Analyst,21,2,118635,Job Board,3.1,7,1,0,5,13,57,1,1,Turnover
EMP0390,63,Female,Sales,Engineer,18,4,67034,Campus Recruitment,3.7,2,2,0,1,20,21,0,0,Retention
EMP0391,51,Male,Sales,Analyst,26,1,70317,Job Board,5.4,2,1,0,1,15,77,1,0,Retention
EMP0392,40,Female,Marketing,Engineer,20,5,85468,Internal Referral,1.6,0,4,1,4,4,58,0,1,Turnover
EMP0393,38,Male,Marketing,Specialist,1,2,49094,Campus Recruitment,3.1,2,5,0,4,34,53,2,0,Retention
EMP0394,40,Male,Engineering,Analyst,10,1,87796,Job Board,1.7,0,3,0,4,28,54,2,1,Turnover
EMP0395,49,Male,Marketing,Analyst,21,2,40589,Campus Recruitment,3,7,4,0,2,2,21,1,1,Turnover
