Employee_ID,Age,Gender,Department,Position,Tenure,Performance_Rating,Salary,Recruitment_Source,Satisfaction_Score,Last_Promotion_Years,Work_Life_Balance,Overworked,Job_Satisfaction,Distance_From_Work,Commute_Time,Number_Of_Promotions,Turnover,Turnover_Description
EMP0798,22,Female,Sales,Analyst,5,2,109526,Job Board,4.1,4,1,0,1,29,37,1,0,Retention
EMP0799,29,Female,Engineering,Analyst,16,3,46626,Internal Referral,2.2,4,5,0,2,38,64,1,0,Retention
EMP0800,56,Female,Marketing,Analyst,11,3,116005,Internal Referral,1.7,3,5,0,2,37,18,4,0,Retention
EMP0801,36,Male,Engineering,Manager,21,5,37130,Internal Referral,2.5,2,4,0,4,20,81,0,0,Retention
EMP0802,43,Male,Finance,Specialist,19,5,36828,Campus Recruitment,3.4,4,2,0,5,33,67,1,0,Retention
EMP0803,35,Female,Sales,Manager,23,5,87514,Campus Recruitment,4.7,3,5,0,5,29,16,4,0,Retention
EMP0804,47,Male,Marketing,Specialist,28,2,82664,Campus Recruitment,3.3,7,3,0,3,15,82,0,0,Retention
EMP0805,49,Female,Marketing,Engineer,10,3,47883,Job Board,2.7,3,2,0,3,23,79,1,1,Turnover
EMP0806,44,Female,Marketing,Engineer,24,1,73059,Campus Recruitment,3.6,7,2,0,1,42,71,0,1,Turnover
EMP0807,35,Male,Sales,Analyst,3,4,114078,Job Board,3.4,5,5,0,3,3,84,0,0,Retention
EMP0808,45,Female,Finance,Specialist,25,5,72932,Campus Recruitment,2.1,4,5,0,3,37,21,2,0,Retention
EMP0809,23,Male,Marketing,Specialist,27,5,91269,Campus Recruitment,2.1,3,5,1,1,29,33,3,0,Retention
EMP0810,47,Male,Engineering,Specialist,25,3,105986,Internal Referral,2.2,3,3,1,1,45,58,2,0,Retention
EMP0811,35,Male,Marketing,Analyst,5,3,115959,Internal Referral,6,3,2,1,3,8,77,0,0,Retention
EMP0812,28,Male,Marketing,Analyst,0,2,32035,Internal Referral,4.4,8,4,1,5,22,79,4,0,Retention
EMP0813,24,Female,Marketing,Engineer,19,2,70745,Job Board,2.9,3,3,0,3,29,53,1,0,Retention
EMP0814,44,Male,Marketing,Manager,22,5,47241,Job Board,4.6,8,1,0,4,2,40,3,0,Retention
EMP0815,64,Female,Finance,Specialist,27,3,82975,Campus Recruitment,2.9,9,5,0,4,41,58,1,0,Retention
EMP0816,39,Female,Engineering,Specialist,15,1,53154,Job Board,4.6,5,2,0,4,49,26,4,0,Retention
EMP0817,59,Female,Finance,Manager,14,4,55625,Campus Recruitment,3.6,9,3,0,2,45,36,3,0,Retention
EMP0818,56,Female,Engineering,Specialist,16,3,74950,Job Board,2.8,6,1,0,4,1,28,2,1,Turnover
EMP0819,36,Male,Marketing,Analyst,7,3,86396,Job Board,4.2,9,3,0,5,44,44,0,0,Retention
EMP0820,46,Male,Sales,Analyst,27,2,43331,Job Board,3.6,2,3,0,2,20,58,4,0,Retention
EMP0821,58,Female,Finance,Specialist,25,4,93927,Internal Referral,3.9,7,4,1,2,21,52,0,0,Retention
EMP0822,49,Female,Sales,Analyst,11,5,116226,Job Board,3.7,2,4,0,4,37,73,0,0,Retention
EMP0823,31,Male,Finance,Analyst,26,3,114719,Internal Referral,3.7,0,3,0,3,8,56,1,0,Retention
EMP0824,60,Female,Marketing,Specialist,21,5,93014,Internal Referral,4.3,9,1,0,1,27,66,4,0,Retention
EMP0825,38,Male,Finance,Engineer,20,3,69346,Job Board,6.1,4,2,0,3,47,77,0,1,Turnover
EMP0826,60,Female,Marketing,Manager,9,5,100411,Campus Recruitment,4.7,1,2,0,3,35,75,2,0,Retention
EMP0827,43,Male,Finance,Analyst,26,4,84478,Campus Recruitment,3.7,9,5,1,2,6,48,3,0,Retention
EMP0828,47,Female,Marketing,Engineer,14,2,42254,Campus Recruitment,3.2,5,5,0,2,45,53,4,0,Retention
EMP0829,46,Female,Marketing,Analyst,29,4,85734,Job Board,3.3,9,2,0,2,44,55,1,0,Retention
EMP0830,38,Male,Engineering,Analyst,8,1,58621,Campus Recruitment,2.2,8,3,0,5,19,51,4,0,Retention
EMP0831,34,Female,Marketing,Manager,1,2,106441,Internal Referral,4.2,0,3,0,5,18,79,1,0,Retention
EMP0832,41,Female,Engineering,Analyst,4,4,76121,Campus Recruitment,2.5,3,4,1,1,1,46,3,0,Retention
EMP0833,46,Male,Marketing,Manager,5,1,111418,Job Board,3.1,0,4,0,2,25,22,2,0,Retention
EMP0834,25,Female,Sales,Manager,6,3,90197,Campus Recruitment,4.2,0,5,1,4,27,32,0,0,Retention
EMP0835,31,Male,Marketing,Manager,20,3,114577,Internal Referral,3.3,7,2,1,2,7,59,4,0,Retention
EMP0836,24,Male,Sales,Engineer,24,5,72431,Job Board,3,1,3,1,5,44,47,1,0,Retention
EMP0837,62,Female,Sales,Specialist,0,2,34837,Campus Recruitment,2.3,0,2,0,2,42,19,3,1,Turnover
EMP0838,39,Female,Marketing,Engineer,22,3,113163,Job Board,4.7,7,1,0,5,29,88,0,0,Retention
EMP0839,57,Female,Sales,Specialist,25,2,101232,Job Board,2.7,3,2,0,2,31,50,3,0,Retention
EMP0840,43,Female,Engineering,Specialist,6,3,78994,Job Board,2.9,2,1,0,4,44,37,2,0,Retention
EMP0841,55,Female,Finance,Manager,19,5,109079,Campus Recruitment,1.7,3,4,1,1,43,54,0,1,Turnover
EMP0842,29,Female,Marketing,Analyst,24,4,42615,Job Board,3.5,4,4,1,4,36,19,0,0,Retention
EMP0843,61,Female,Sales,Manager,29,5,31466,Campus Recruitment,3.2,0,5,1,5,19,48,0,0,Retention
EMP0844,40,Male,Marketing,Analyst,11,1,60771,Internal Referral,3.7,0,2,1,3,6,38,1,0,Retention
EMP0845,63,Female,Engineering,Specialist,15,3,113886,Campus Recruitment,2.3,2,2,0,4,25,31,0,0,Retention
EMP0846,62,Male,Marketing,Manager,15,1,95911,Internal Referral,4.2,5,1,0,2,31,85,3,0,Retention
EMP0847,58,Female,Marketing,Analyst,10,1,50746,Campus Recruitment,1.7,0,4,0,1,9,36,1,1,Turnover
EMP0848,27,Female,Sales,Engineer,20,2,118422,Job Board,3.4,1,1,1,2,20,29,0,1,Turnover
EMP0849,47,Male,Engineering,Analyst,3,3,90739,Campus Recruitment,3.6,6,4,1,2,10,29,3,0,Retention
EMP0850,55,Female,Finance,Manager,12,1,103369,Job Board,3.6,0,1,0,4,37,39,3,0,Retention
EMP0851,27,Female,Finance,Engineer,6,4,31893,Internal Referral,3.7,6,4,1,1,27,67,4,0,Retention
EMP0852,58,Male,Sales,Analyst,3,1,60573,Campus Recruitment,4.3,3,1,1,3,13,35,3,0,Retention
EMP0853,54,Female,Marketing,Analyst,14,4,70874,Job Board,4.8,9,4,1,2,41,80,2,1,Turnover
EMP0854,43,Female,Sales,Analyst,18,2,107362,Internal Referral,3.3,5,1,1,1,2,46,0,0,Retention
EMP0855,42,Female,Sales,Analyst,8,1,117460,Internal Referral,2.5,7,2,0,3,21,35,0,0,Retention
EMP0856,27,Male,Sales,Analyst,10,5,63367,Campus Recruitment,4.1,8,5,0,2,33,82,0,0,Retention
EMP0857,27,Female,Marketing,Engineer,7,2,51199,Internal Referral,3.2,5,1,0,1,24,58,3,1,Turnover
EMP0858,25,Female,Engineering,Specialist,0,4,104328,Job Board,4.8,8,5,0,4,44,80,3,0,Retention
EMP0859,51,Female,Sales,Engineer,22,2,87724,Internal Referral,2.9,3,2,0,2,42,28,0,0,Retention
EMP0860,32,Female,Marketing,Engineer,24,1,116133,Internal Referral,2.6,5,2,0,2,34,29,1,0,Retention
EMP0861,51,Male,Engineering,Engineer,23,3,66405,Job Board,3.6,7,4,1,1,9,34,1,0,Retention
EMP0862,52,Male,Sales,Specialist,7,3,45989,Internal Referral,1.8,8,5,0,2,2,48,2,1,Turnover
EMP0863,45,Female,Finance,Manager,12,4,58931,Internal Referral,3,2,3,1,3,30,50,4,0,Retention
EMP0864,30,Female,Engineering,Specialist,21,4,39290,Internal Referral,3.2,1,4,0,2,22,23,2,0,Retention
EMP0865,24,Male,Sales,Engineer,26,3,68367,Internal Referral,3.7,5,5,0,5,46,85,0,0,Retention
EMP0866,52,Male,Engineering,Analyst,3,4,109878,Job Board,2.5,3,1,0,3,11,44,0,0,Retention
EMP0867,61,Female,Engineering,Analyst,7,2,109481,Internal Referral,2.6,0,1,0,1,43,77,0,0,Retention
EMP0868,58,Male,Engineering,Engineer,2,5,106298,Job Board,4.7,7,2,0,3,17,49,4,0,Retention
EMP0869,57,Female,Engineering,Analyst,28,5,60133,Internal Referral,3.5,8,3,0,5,36,27,3,0,Retention
EMP0870,45,Male,Engineering,Engineer,8,2,57052,Internal Referral,4.4,8,1,0,5,13,60,4,0,Retention
EMP0871,52,Male,Engineering,Analyst,28,5,115489,Internal Referral,3,1,5,0,2,7,70,2,0,Retention
EMP0872,27,Male,Sales,Specialist,1,1,70475,Internal Referral,3.4,8,5,0,2,16,23,3,1,Turnover
EMP0873,23,Male,Finance,Manager,1,2,112666,Job Board,3.7,6,1,1,4,33,50,3,0,Retention
EMP0874,41,Female,Marketing,Manager,27,4,87656,Job Board,5.2,4,5,0,3,45,17,2,0,Retention
EMP0875,49,Male,Engineering,Specialist,12,2,34633,Job Board,3.3,6,5,0,4,1,33,3,1,Turnover
EMP0876,32,Male,Marketing,Specialist,14,3,47304,Campus Recruitment,3.3,8,2,1,5,11,42,1,0,Retention
EMP0877,25,Female,Sales,Engineer,27,4,76546,Internal Referral,4.6,7,3,0,2,6,37,2,0,Retention
EMP0878,36,Male,Engineering,Engineer,22,3,37008,Internal Referral,3.1,5,2,1,2,20,21,2,0,Retention
EMP0879,27,Male,Finance,Engineer,11,4,78291,Job Board,3.8,3,3,1,2,35,28,1,0,Retention
EMP0880,51,Female,Marketing,Analyst,25,5,57405,Campus Recruitment,4.5,0,5,1,1,44,60,4,0,Retention
EMP0881,59,Male,Engineering,Engineer,3,2,66386,Internal Referral,2.9,5,3,0,5,37,29,4,0,Retention
EMP0882,23,Female,Sales,Specialist,25,1,50827,Job Board,3.8,2,5,1,2,41,81,4,1,Turnover
EMP0883,36,Female,Finance,Manager,7,4,63040,Internal Referral,5.2,5,5,1,5,26,29,3,0,Retention
EMP0884,32,Female,Marketing,Analyst,8,4,90354,Internal Referral,4.4,5,2,0,2,12,65,1,0,Retention
EMP0885,29,Female,Marketing,Engineer,22,3,108543,Job Board,3.8,3,2,0,3,30,22,2,0,Retention
EMP0886,47,Male,Engineering,Analyst,4,5,48157,Job Board,3.3,1,4,0,5,28,83,2,0,Retention
EMP0887,26,Female,Finance,Analyst,23,3,65315,Internal Referral,2.9,8,1,1,4,27,76,2,0,Retention
EMP0888,27,Male,Finance,Engineer,19,3,65932,Internal Referral,2.5,1,4,0,1,42,65,3,0,Retention
EMP0889,47,Male,Finance,Analyst,17,5,51164,Job Board,5,2,4,1,4,19,77,3,1,Turnover
EMP0890,25,Male,Finance,Manager,10,1,44414,Internal Referral,4.8,9,3,0,5,5,82,4,0,Retention
EMP0891,40,Male,Sales,Specialist,14,3,44327,Internal Referral,2.8,0,5,1,2,5,30,3,0,Retention
EMP0892,41,Male,Finance,Specialist,27,3,30946,Job Board,3.8,6,5,0,5,41,38,4,0,Retention
EMP0893,54,Male,Marketing,Manager,21,4,44693,Internal Referral,3.6,0,5,0,1,27,20,4,0,Retention
EMP0894,41,Male,Marketing,Analyst,8,5,57241,Internal Referral,4.7,8,1,0,5,28,71,2,1,Turnover
EMP0895,33,Male,Sales,Engineer,16,2,45540,Campus Recruitment,3.9,0,3,0,2,26,45,3,0,Retention
EMP0896,22,Male,Marketing,Analyst,26,1,102255,Job Board,3.5,4,3,0,4,27,20,4,0,Retention
EMP0897,47,Male,Marketing,Manager,25,1,94757,Campus Recruitment,3,6,5,0,3,49,43,1,0,Retention
EMP0898,35,Female,Finance,Analyst,11,5,71203,Campus Recruitment,3.8,2,4,0,4,42,81,1,1,Turnover
EMP0899,59,Female,Marketing,Specialist,6,4,55081,Campus Recruitment,3.2,8,1,1,2,21,89,3,1,Turnover
EMP0900,58,Female,Sales,Analyst,9,4,91861,Internal Referral,3.7,7,4,1,2,1,17,2,0,Retention
EMP0901,32,Male,Finance,Manager,24,5,41350,Internal Referral,3.4,2,2,0,1,28,42,2,1,Turnover
EMP0902,57,Female,Engineering,Specialist,25,4,85512,Campus Recruitment,3.1,4,3,0,5,48,88,4,0,Retention
EMP0903,34,Female,Finance,Analyst,24,1,86809,Campus Recruitment,2.5,6,3,0,5,15,62,3,0,Retention
EMP0904,64,Female,Sales,Analyst,9,1,72832,Campus Recruitment,4,3,4,1,4,17,24,1,1,Turnover
EMP0905,24,Male,Finance,Specialist,26,2,58369,Internal Referral,3.5,4,1,0,3,26,47,4,1,Turnover
EMP0906,54,Male,Finance,Engineer,12,5,61728,Campus Recruitment,5.3,2,3,0,3,20,81,4,0,Retention
EMP0907,27,Male,Sales,Specialist,18,3,47576,Campus Recruitment,2.5,8,4,0,1,25,83,0,0,Retention
EMP0908,31,Male,Finance,Engineer,10,3,59001,Job Board,4.1,9,1,1,2,13,26,3,1,Turnover
EMP0909,26,Female,Sales,Manager,12,2,113384,Job Board,3.4,8,4,0,1,33,71,4,0,Retention
EMP0910,44,Female,Sales,Manager,20,2,30390,Internal Referral,5.6,6,1,1,5,25,58,1,1,Turnover
EMP0911,31,Female,Engineering,Specialist,7,4,117535,Job Board,4,9,5,0,2,8,27,0,0,Retention
EMP0912,23,Female,Marketing,Specialist,7,2,75436,Job Board,3.8,1,1,0,1,5,38,1,1,Turnover
EMP0913,34,Male,Marketing,Manager,3,2,41569,Job Board,3.4,6,2,0,4,6,58,2,1,Turnover
EMP0914,61,Male,Finance,Engineer,14,3,43029,Internal Referral,2.8,6,5,0,5,23,71,0,0,Retention
EMP0915,23,Male,Finance,Manager,27,4,52490,Job Board,3.8,4,4,0,3,30,30,0,1,Turnover
EMP0916,41,Female,Engineering,Specialist,10,2,75875,Internal Referral,2.1,8,5,0,1,14,35,4,0,Retention
EMP0917,22,Male,Engineering,Manager,10,2,35867,Campus Recruitment,2.2,2,5,0,5,23,65,2,0,Retention
EMP0918,58,Male,Engineering,Specialist,0,4,110820,Job Board,4.5,3,4,0,5,11,35,4,0,Retention
EMP0919,30,Female,Sales,Specialist,16,5,39121,Internal Referral,1.7,0,4,0,3,31,74,3,0,Retention
EMP0920,38,Female,Engineering,Manager,14,4,31539,Job Board,3.2,5,2,1,3,6,65,1,0,Retention
EMP0921,30,Male,Engineering,Engineer,19,3,47027,Campus Recruitment,2.5,3,4,0,3,11,35,1,1,Turnover
EMP0922,32,Male,Finance,Analyst,5,5,104229,Internal Referral,3.1,0,3,0,1,13,20,4,0,Retention
EMP0923,36,Male,Engineering,Manager,23,1,38921,Internal Referral,3.7,1,3,0,3,12,87,1,0,Retention
EMP0924,45,Male,Sales,Analyst,21,4,80435,Internal Referral,4.5,2,2,0,4,2,79,1,1,Turnover
EMP0925,59,Male,Sales,Manager,27,3,40310,Campus Recruitment,4.7,8,1,0,5,35,72,3,0,Retention
EMP0926,56,Male,Finance,Analyst,24,5,93965,Campus Recruitment,2.6,7,1,0,3,36,20,2,0,Retention
EMP0927,51,Female,Engineering,Engineer,14,4,99922,Campus Recruitment,3,6,3,0,5,17,79,0,0,Retention
EMP0928,52,Female,Engineering,Engineer,8,2,112839,Internal Referral,7.6,3,4,0,2,28,48,4,0,Retention
EMP0929,26,Female,Sales,Manager,13,4,42242,Campus Recruitment,3.2,0,2,1,2,28,70,4,0,Retention
EMP0930,35,Male,Engineering,Specialist,17,1,38947,Job Board,2.6,7,1,0,3,22,89,3,1,Turnover
EMP0931,32,Female,Engineering,Analyst,25,4,101466,Campus Recruitment,2.8,3,1,0,5,38,17,3,0,Retention
EMP0932,30,Male,Engineering,Specialist,16,5,91816,Internal Referral,3.3,2,5,0,2,7,56,0,1,Turnover
EMP0933,55,Male,Marketing,Specialist,17,5,78785,Job Board,3.1,8,3,0,3,15,76,2,0,Retention
EMP0934,33,Female,Finance,Specialist,4,4,30507,Campus Recruitment,3.3,9,4,1,5,32,20,4,0,Retention
EMP0935,56,Male,Marketing,Engineer,19,5,96972,Job Board,3.5,3,2,0,3,11,20,3,0,Retention
EMP0936,56,Male,Finance,Manager,19,2,57151,Job Board,3.5,3,1,0,5,24,77,4,0,Retention
EMP0937,22,Female,Sales,Manager,8,4,41618,Internal Referral,2.5,8,5,0,2,3,34,1,0,Retention
EMP0938,61,Female,Engineering,Engineer,10,2,104286,Job Board,3.9,1,3,0,3,30,35,4,0,Retention
EMP0939,43,Female,Finance,Engineer,23,2,46122,Job Board,3.6,4,3,0,2,6,16,2,0,Retention
EMP0940,50,Male,Marketing,Manager,21,3,37354,Internal Referral,4,3,2,0,3,2,70,2,0,Retention
EMP0941,29,Female,Engineering,Specialist,0,4,60979,Internal Referral,1.8,8,1,0,1,14,24,4,0,Retention
EMP0942,32,Female,Sales,Analyst,17,5,116436,Internal Referral,3.7,4,2,0,2,41,84,1,0,Retention
EMP0943,62,Male,Finance,Analyst,5,2,109376,Job Board,1.5,8,2,0,2,18,37,2,0,Retention
EMP0944,58,Female,Finance,Analyst,26,3,82774,Job Board,3.3,8,5,0,4,44,44,3,0,Retention
EMP0945,35,Female,Finance,Specialist,1,4,35037,Job Board,4.2,1,3,0,2,31,51,4,0,Retention
EMP0946,51,Female,Engineering,Manager,14,4,58633,Internal Referral,4.5,8,4,1,5,13,69,1,0,Retention
EMP0947,56,Male,Marketing,Engineer,28,1,54495,Campus Recruitment,3.8,2,3,0,3,26,63,3,0,Retention
EMP0948,42,Male,Marketing,Manager,25,1,94550,Job Board,4.2,3,3,0,1,44,48,4,0,Retention
EMP0949,58,Male,Finance,Specialist,20,2,111384,Campus Recruitment,3.2,0,5,0,5,12,58,1,1,Turnover
EMP0950,26,Male,Sales,Engineer,13,1,66483,Internal Referral,3,0,4,0,5,18,36,3,0,Retention
EMP0951,40,Female,Sales,Specialist,4,2,103373,Job Board,6.2,0,1,0,5,9,45,2,0,Retention
EMP0952,35,Male,Marketing,Analyst,5,5,64069,Campus Recruitment,4.3,8,4,1,5,49,21,4,1,Turnover
EMP0953,47,Male,Sales,Analyst,5,2,37370,Job Board,2.3,7,1,1,1,21,35,4,0,Retention
EMP0954,25,Female,Marketing,Specialist,29,1,101947,Job Board,1.8,4,4,0,4,48,30,2,0,Retention
EMP0955,46,Female,Finance,Engineer,21,5,69133,Job Board,3,4,2,0,2,49,34,0,0,Retention
EMP0956,63,Female,Marketing,Engineer,29,1,30692,Campus Recruitment,4.7,8,4,0,5,40,57,3,0,Retention
EMP0957,46,Male,Marketing,Manager,17,2,58926,Internal Referral,3.5,2,5,0,2,43,58,2,1,Turnover
EMP0958,39,Male,Finance,Analyst,13,3,103984,Job Board,1.3,2,1,1,2,24,61,4,1,Turnover
EMP0959,61,Male,Sales,Manager,9,4,73390,Internal Referral,3.3,6,3,0,5,34,33,3,0,Retention
EMP0960,29,Female,Marketing,Manager,13,1,79593,Internal Referral,3.5,8,5,0,4,8,62,3,1,Turnover
EMP0961,60,Female,Marketing,Specialist,12,2,105609,Campus Recruitment,1.1,5,1,0,2,44,83,0,0,Retention
EMP0962,61,Male,Finance,Specialist,29,5,35209,Campus Recruitment,3.5,1,1,0,3,33,25,4,0,Retention
EMP0963,35,Female,Sales,Manager,2,1,36533,Internal Referral,2.5,0,3,1,2,23,43,1,1,Turnover
EMP0964,53,Female,Marketing,Analyst,29,1,116597,Job Board,1.7,1,2,0,5,13,59,0,0,Retention
EMP0965,59,Female,Finance,Specialist,5,4,37211,Campus Recruitment,5.1,0,5,0,1,49,82,0,0,Retention
EMP0966,54,Male,Marketing,Manager,28,2,39927,Job Board,2.4,9,3,0,2,14,50,1,0,Retention
EMP0967,44,Female,Engineering,Manager,7,3,107463,Job Board,2.8,9,3,1,4,14,62,1,0,Retention
EMP0968,36,Female,Finance,Manager,11,5,54594,Job Board,2.8,8,2,1,3,16,29,0,0,Retention
EMP0969,54,Male,Sales,Manager,12,2,104852,Internal Referral,3.5,9,5,0,3,49,58,3,0,Retention
EMP0970,46,Male,Sales,Manager,10,5,107713,Job Board,5.3,7,3,0,1,38,81,2,0,Retention
EMP0971,38,Female,Sales,Manager,11,1,106382,Internal Referral,2.3,6,2,0,1,39,88,2,0,Retention
EMP0972,54,Female,Sales,Specialist,0,4,37933,Internal Referral,3.2,2,5,0,2,26,54,0,1,Turnover
EMP0973,23,Male,Marketing,Analyst,16,4,70696,Job Board,3.6,7,4,0,5,26,28,3,1,Turnover
EMP0974,35,Male,Marketing,Manager,15,3,95449,Job Board,2.6,1,1,0,4,1,77,1,0,Retention
EMP0975,61,Female,Sales,Engineer,10,4,97616,Job Board,3.2,1,2,0,3,32,65,0,1,Turnover
EMP0976,61,Female,Sales,Specialist,12,1,36089,Job Board,4.1,9,1,0,1,15,72,4,0,Retention
EMP0977,60,Female,Sales,Specialist,17,3,86548,Internal Referral,2.7,2,4,1,4,21,29,3,0,Retention
EMP0978,27,Female,Marketing,Manager,10,2,56123,Job Board,3.2,6,3,0,5,18,79,4,0,Retention
EMP0979,27,Male,Sales,Specialist,27,4,37797,Job Board,3.1,0,3,0,3,30,69,4,0,Retention
EMP0980,24,Female,Sales,Manager,11,3,80013,Internal Referral,3.4,7,5,0,3,13,24,0,0,Retention
EMP0981,28,Female,Engineering,Analyst,5,1,38346,Campus Recruitment,3.7,6,2,0,5,24,56,3,0,Retention
EMP0982,29,Male,Engineering,Analyst,8,5,115414,Campus Recruitment,4.1,3,2,0,3,30,25,4,0,Retention
EMP0983,63,Female,Sales,Specialist,15,5,63672,Internal Referral,5.4,4,5,1,5,2,30,3,0,Retention
EMP0984,36,Male,Finance,Specialist,3,1,47653,Campus Recruitment,0.8,9,1,0,3,19,87,2,1,Turnover
EMP0985,50,Female,Sales,Engineer,2,1,79556,Internal Referral,3.3,0,3,1,2,47,33,4,0,Retention
EMP0986,54,Female,Engineering,Specialist,27,5,56140,Job Board,2.1,3,3,0,5,44,45,4,1,Turnover
EMP0987,51,Male,Finance,Engineer,15,3,31184,Job Board,3.1,0,2,0,4,47,87,3,1,Turnover
EMP0988,60,Male,Finance,Analyst,23,5,64493,Campus Recruitment,4.4,0,2,0,2,25,67,2,0,Retention
EMP0989,48,Female,Sales,Analyst,26,1,74148,Job Board,4.7,9,5,0,4,14,22,4,0,Retention
EMP0990,57,Female,Engineering,Manager,25,4,54846,Campus Recruitment,4.7,0,4,0,3,6,38,0,0,Retention
EMP0991,50,Female,Engineering,Analyst,29,2,52195,Campus Recruitment,4.7,6,1,1,4,12,22,3,1,Turnover
EMP0992,59,Male,Finance,Engineer,24,4,35606,Job Board,3.3,6,4,1,2,20,62,3,0,Retention
EMP0993,54,Female,Sales,Specialist,11,4,33956,Job Board,4.9,3,4,1,5,23,44,4,0,Retention
EMP0994,58,Male,Marketing,Manager,10,1,46555,Campus Recruitment,5.1,1,2,1,1,30,72,2,0,Retention
EMP0995,48,Male,Marketing,Engineer,4,5,48690,Job Board,3.6,2,2,1,4,30,69,4,0,Retention
EMP0996,54,Female,Engineering,Specialist,24,3,88502,Internal Referral,4.7,7,2,0,1,38,87,1,1,Turnover
EMP0997,25,Male,Marketing,Manager,17,4,78849,Job Board,3.5,7,4,0,4,30,76,4,0,Retention
EMP0998,43,Female,Engineering,Analyst,18,5,56347,Job Board,4.9,5,1,0,4,41,62,1,1,Turnover
EMP0999,23,Female,Engineering,Engineer,22,3,79056,Internal Referral,3.3,9,2,0,5,30,18,0,0,Retention
EMP1000,31,Female,Engineering,Specialist,22,4,93851,Job Board,2.9,8,3,1,3,36,51,3,0,Retention
